"name"	"ID"	"CntrUS_vs_CntrStim_p.val"	"FarnStim_vs_CntrStim_p.val"	"FarnStim_vs_CntrUS_p.val"	"FarnStim_vs_GeraStim_p.val"	"FarnStim_vs_GeraUS_p.val"	"FarnUS_vs_CntrStim_p.val"	"FarnUS_vs_CntrUS_p.val"	"FarnUS_vs_FarnStim_p.val"	"FarnUS_vs_GeraStim_p.val"	"FarnUS_vs_GeraUS_p.val"	"GeraStim_vs_CntrStim_p.val"	"GeraStim_vs_CntrUS_p.val"	"GeraUS_vs_CntrStim_p.val"	"GeraUS_vs_CntrUS_p.val"	"GeraUS_vs_GeraStim_p.val"	"CntrUS_vs_CntrStim_p.adj"	"FarnStim_vs_CntrStim_p.adj"	"FarnStim_vs_CntrUS_p.adj"	"FarnStim_vs_GeraStim_p.adj"	"FarnStim_vs_GeraUS_p.adj"	"FarnUS_vs_CntrStim_p.adj"	"FarnUS_vs_CntrUS_p.adj"	"FarnUS_vs_FarnStim_p.adj"	"FarnUS_vs_GeraStim_p.adj"	"FarnUS_vs_GeraUS_p.adj"	"GeraStim_vs_CntrStim_p.adj"	"GeraStim_vs_CntrUS_p.adj"	"GeraUS_vs_CntrStim_p.adj"	"GeraUS_vs_CntrUS_p.adj"	"GeraUS_vs_GeraStim_p.adj"	"CntrUS_vs_CntrStim_significant"	"FarnStim_vs_CntrStim_significant"	"FarnStim_vs_CntrUS_significant"	"FarnStim_vs_GeraStim_significant"	"FarnStim_vs_GeraUS_significant"	"FarnUS_vs_CntrStim_significant"	"FarnUS_vs_CntrUS_significant"	"FarnUS_vs_FarnStim_significant"	"FarnUS_vs_GeraStim_significant"	"FarnUS_vs_GeraUS_significant"	"GeraStim_vs_CntrStim_significant"	"GeraStim_vs_CntrUS_significant"	"GeraUS_vs_CntrStim_significant"	"GeraUS_vs_CntrUS_significant"	"GeraUS_vs_GeraStim_significant"	"significant"	"CntrUS_vs_CntrStim_ratio"	"FarnStim_vs_CntrStim_ratio"	"FarnStim_vs_CntrUS_ratio"	"FarnStim_vs_GeraStim_ratio"	"FarnStim_vs_GeraUS_ratio"	"FarnUS_vs_CntrStim_ratio"	"FarnUS_vs_CntrUS_ratio"	"FarnUS_vs_FarnStim_ratio"	"FarnUS_vs_GeraStim_ratio"	"FarnUS_vs_GeraUS_ratio"	"GeraStim_vs_CntrStim_ratio"	"GeraStim_vs_CntrUS_ratio"	"GeraUS_vs_CntrStim_ratio"	"GeraUS_vs_CntrUS_ratio"	"GeraUS_vs_GeraStim_ratio"	"CntrStim_centered"	"CntrUS_centered"	"FarnStim_centered"	"FarnUS_centered"	"GeraStim_centered"	"GeraUS_centered"
"SMIM13"	"P0DJ93"	0.518009760872337	3.24672243479037e-13	9.97787821328317e-13	0.000287427860916337	0.509511271169342	2.49505657219409e-07	1.28942410667494e-06	5.60626944514335e-07	4.69043463214317e-11	1.07646332580921e-07	5.90648452071829e-16	1.4518413779526e-15	1.07662118841228e-13	3.17399527187465e-13	0.00161692072158934	0.917	2.89e-10	1.89e-06	0.635	0.923	0.117	0.00342	0.000627	0.0425	0.226	0.000761	0.000783	0.0425	0.012	0.255	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	0.177	3.65	3.47	-1.13	-0.181	1.87	1.69	-1.78	-2.91	-1.96	4.78	4.61	3.83	3.65	-0.951	-2.39	-2.21	1.27	-0.516	2.4	1.45
"STT3B"	"Q8TCJ2"	0.0885918429556858	2.79478901412177e-07	2.60223415698816e-05	1.058758143189e-09	1.95070324512256e-10	6.30191445084359e-07	6.13449242733214e-05	0.746937762562176	5.26605325566643e-10	1.00293966286478e-10	5.23060754428562e-15	7.82447028552216e-14	1.66343591180092e-15	2.22734697219228e-14	0.430262075886362	0.832	0.0096	0.28	0.0131	0.0225	0.158	0.0532	0.905	0.0931	0.0135	0.00304	0.00736	0.00702	0.00277	0.896	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	0.365	1.42	1.05	-1.92	-2.08	1.35	0.987	-0.0674	-1.98	-2.15	3.34	2.97	3.5	3.14	0.165	-1.66	-1.3	-0.243	-0.31	1.67	1.84
"STX11"	"O75558"	0.463160271528012	5.1807681236528e-10	1.10716810560784e-10	4.57401583157584e-06	0.0073670683817293	1.18021509828104e-07	2.00006445598639e-08	0.0246926360151651	1.29807605198152e-08	1.58364780583119e-05	1.643656708833e-14	5.42165809366645e-15	1.81608239749738e-12	4.96156561932175e-13	0.00822898596673643	0.913	3.4e-05	0.000368	0.296	0.824	0.0897	4.02e-05	0.546	0.221	0.629	0.00585	0.0017	0.103	0.0152	0.473	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	TRUE	-0.26	3.35	3.61	-2.01	-1.01	2.52	2.78	-0.832	-2.85	-1.85	5.37	5.63	4.37	4.63	-0.999	-2.56	-2.82	0.795	-0.0372	2.81	1.81
"SYNGR2"	"O43760"	0.945513521726448	3.00709553357576e-06	3.5920810446853e-06	6.20402761068608e-10	4.46760607896937e-10	2.33905546560572e-05	2.80358988062873e-05	0.437585162528944	1.20331968214955e-10	8.79931507630348e-11	1.46098100017997e-14	1.62199326950775e-14	1.15704575770117e-14	1.2834751604041e-14	0.878133598894461	0.938	0.0408	0.154	0.00975	0.0325	0.371	0.0334	0.873	0.0595	0.0127	0.00549	0.00333	0.017	0.00199	0.93	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	0.0139	1.2	1.18	-1.92	-1.96	1.04	1.03	-0.159	-2.08	-2.12	3.12	3.11	3.15	3.14	0.0313	-1.42	-1.41	-0.223	-0.382	1.7	1.73
"TECR"	"Q9NZ01"	0.00102851397073359	3.13467972963509e-07	0.00431593986409275	9.7618654316657e-09	4.650614154378e-11	1.71524794304158e-07	0.00235030789593927	0.808684508013313	1.7178008618599e-08	7.56267005807885e-11	2.49934209199485e-14	1.4007231359122e-11	6.65282509596733e-16	1.65953829394695e-13	0.0187067172211482	0.371	0.0104	0.723	0.0416	0.0106	0.103	0.298	0.91	0.233	0.0119	0.00736	0.0639	0.00458	0.00896	0.596	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE	0.622	1.15	0.526	-1.39	-1.81	1.19	0.567	0.0411	-1.35	-1.77	2.54	1.92	2.96	2.34	0.422	-1.41	-0.788	-0.262	-0.221	1.13	1.55
"TMBIM1"	"Q969X1"	0.445360645210031	1.59498118282575e-09	9.03971083111384e-09	3.70893016245007e-12	3.2474605767688e-13	3.8654909260524e-07	2.74929750075668e-06	0.0269779905519047	6.81230299769983e-14	8.02843931188332e-15	7.4537248478511e-18	1.84879784521412e-17	1.56823264468791e-18	3.6953445114329e-18	0.175935443273151	0.911	0.000115	0.00859	0.00027	0.000479	0.136	0.00645	0.56	0.00129	6.7e-06	1.86e-05	2.25e-05	5.42e-05	1.46e-06	0.84	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	0.183	2.14	1.96	-2.86	-3.19	1.59	1.41	-0.553	-3.41	-3.74	5	4.82	5.33	5.15	0.328	-2.38	-2.19	-0.232	-0.785	2.63	2.96
"TMBIM6"	"P55061"	0.0347551826783128	2.01604184995634e-07	6.1421001249615e-05	4.00782662741822e-08	5.41243055354067e-08	7.30371859132445e-07	0.000239164738766926	0.609377107442538	1.19474293332869e-08	1.5997134404653e-08	4.85686429737306e-14	2.04495353951376e-12	5.92929665722994e-14	2.56410775870105e-12	0.900600450791766	0.764	0.00768	0.356	0.0745	0.163	0.165	0.112	0.894	0.217	0.116	0.0102	0.0316	0.0344	0.0315	0.931	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	1.16	3.64	2.48	-3.99	-3.92	3.37	2.21	-0.269	-4.26	-4.19	7.63	6.47	7.57	6.41	-0.0656	-3.89	-2.74	-0.253	-0.522	3.74	3.67
"TMEM109"	"Q9BVC6"	0.755840592397902	0.000156690439051194	6.85600062051612e-05	5.24886076578988e-10	2.3542749999867e-10	0.012720623144842	0.00603217209883857	0.0929483782954812	1.56962691360779e-11	7.62840986086626e-12	1.38961317024532e-13	8.35245168090714e-14	7.48610781590911e-14	4.5473388628713e-14	0.705154464022747	0.93	0.22	0.367	0.00893	0.0246	0.786	0.424	0.731	0.0271	0.0031	0.0158	0.00757	0.0375	0.00434	0.92	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	-0.152	2.14	2.3	-4.66	-4.84	1.3	1.45	-0.846	-5.5	-5.69	6.8	6.95	6.99	7.14	0.186	-2.85	-3	-0.702	-1.55	3.96	4.14
"TMEM123"	"Q8N131"	0.843314853523108	6.86909671874585e-09	1.0844188572372e-08	8.88838934489429e-05	7.56805873962344e-05	1.23672581264134e-06	2.0576069847888e-06	0.0408417333362351	3.43946886814871e-07	2.95574528923103e-07	6.90472481750865e-13	9.76137616195344e-13	6.21538224688816e-13	8.77619706677691e-13	0.951744274260155	0.934	0.000482	0.00961	0.546	0.612	0.192	0.00506	0.622	0.431	0.304	0.032	0.0238	0.0758	0.0198	0.933	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	TRUE	0.0682	2.88	2.81	-1.58	-1.61	2.15	2.08	-0.736	-2.32	-2.34	4.47	4.4	4.49	4.42	0.0209	-2.34	-2.27	0.54	-0.195	2.12	2.15
"TMEM147"	"Q9BVK8"	0.944796104357693	6.57282147147203e-07	7.83768080358765e-07	2.05127613493155e-07	2.08174943039942e-06	0.000642262629086089	0.000769458102956913	0.0135655004773698	4.77728391984923e-10	3.55183695175168e-09	3.1599633005212e-13	3.55460872450182e-13	1.5516983102969e-12	1.75667633088688e-12	0.364720221986747	0.938	0.0167	0.085	0.13	0.354	0.617	0.189	0.451	0.0909	0.0662	0.0226	0.0151	0.0982	0.0268	0.887	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	TRUE	0.0225	2.1	2.08	-2.25	-1.96	1.25	1.23	-0.853	-3.11	-2.81	4.36	4.33	4.06	4.04	-0.297	-1.97	-1.94	0.138	-0.715	2.39	2.09
"TMEM214"	"Q6NUQ4"	0.00120604564364872	6.88058194604231e-10	6.4145938737051e-13	2.4344855849588e-06	0.00067665932913335	2.24719266115897e-06	4.44068727945287e-10	0.00203631435913719	7.35565334605068e-10	1.0046770200328e-07	1.38845098894976e-14	9.18531978685215e-17	4.36899564275891e-13	1.61016671964144e-15	0.040711828305071	0.387	4.65e-05	1.12e-06	0.254	0.731	0.224	1.47e-07	0.227	0.102	0.221	0.00534	9.9e-05	0.0687	0.000523	0.698	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	TRUE	-0.841	2.19	3.03	-1.39	-0.893	1.4	2.24	-0.793	-2.18	-1.69	3.58	4.42	3.09	3.93	-0.498	-1.57	-2.41	0.622	-0.171	2.01	1.52
"TMEM222"	"Q9H0R3"	0.529058502635048	1.40662804672747e-21	2.41390654142083e-21	6.49881671569905e-05	1.70384610465752e-05	2.13795554149062e-21	3.70087057079571e-21	0.624260622524001	1.76664693535048e-05	4.68523721029025e-06	3.43443601746287e-23	5.48793026300193e-23	2.37602337262968e-23	3.77183374914969e-23	0.614676995429159	0.918	4.64e-14	7.23e-14	0.52	0.511	7.13e-14	3.41e-14	0.895	0.686	0.537	9.43e-13	9.17e-13	1.89e-12	4.75e-13	0.914	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	0.0993	4.66	4.57	-0.74	-0.82	4.59	4.49	-0.0772	-0.818	-0.897	5.41	5.31	5.48	5.39	0.0793	-3.37	-3.27	1.29	1.21	2.03	2.11
"TMEM258"	"P61165"	0.687021578305603	6.46807146396182e-08	2.45920244774372e-08	1.88105387639777e-09	2.47778501347953e-08	0.00213187338226353	0.000753602986956784	0.000401721217863186	6.85585203777096e-13	5.17687851484713e-12	3.21362953631201e-15	1.80214102613387e-15	1.71671027075197e-14	9.29921544781159e-15	0.26693227586586	0.927	0.00326	0.0157	0.018	0.134	0.694	0.187	0.105	0.00499	0.00239	0.00227	0.000889	0.0203	0.00162	0.869	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	-0.108	1.98	2.09	-2.39	-2.09	0.903	1.01	-1.08	-3.46	-3.16	4.36	4.47	4.06	4.17	-0.3	-1.87	-1.97	0.111	-0.964	2.5	2.2
"TMEM41B"	"Q5BJD5"	0.156930654039201	2.80089871117592e-07	1.15275492495845e-05	5.0737185073309e-11	1.33674968876729e-12	2.24409073937612e-07	9.12105956480516e-06	0.929157750004332	6.06272098525827e-11	1.56652957475287e-12	6.64037427570435e-16	5.15778260749205e-15	5.32605800697124e-17	3.44584952985535e-16	0.0624531385402955	0.864	0.00962	0.224	0.00212	0.00115	0.113	0.0165	0.917	0.0465	0.00105	8e-04	0.00165	0.001	0.000195	0.747	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	0.276	1.3	1.03	-2.04	-2.41	1.32	1.04	0.017	-2.02	-2.39	3.34	3.06	3.71	3.43	0.369	-1.66	-1.38	-0.355	-0.338	1.68	2.05
"TMEM43"	"Q9BTV4"	0.000629558184170328	1.31915326997686e-09	1.61546570312013e-05	0.000649597247531193	8.16211663159879e-05	8.0287933677304e-09	0.00013585055518748	0.425230305191423	7.79581742201613e-05	9.73930105377112e-06	7.13029378485927e-13	1.35437281317884e-09	1.87076525342374e-13	2.51062638077541e-10	0.435146546834163	0.322	9.4e-05	0.247	0.69	0.616	0.0304	0.0829	0.871	0.754	0.594	0.0324	0.201	0.0521	0.139	0.897	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	2.17	5.12	2.95	-2.16	-2.61	4.67	2.5	-0.452	-2.62	-3.06	7.28	5.11	7.73	5.56	0.442	-4.49	-2.32	0.625	0.173	2.79	3.23
"TMEM50A"	"O95807"	0.710803173876237	0.00681870436685336	0.0164435149536943	4.89729540001287e-10	5.33883717354401e-11	0.000191074910712486	0.000508733193410664	0.17177801812443	1.09036608519032e-08	9.77214976123182e-10	1.63596819607339e-12	3.20466717365296e-12	2.54324897177263e-13	4.7839394463215e-13	0.289154235400865	0.928	0.614	0.8	0.0086	0.0114	0.528	0.159	0.797	0.213	0.0401	0.0453	0.0378	0.0579	0.0149	0.874	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	TRUE	0.0993	0.779	0.68	-2.55	-2.84	1.15	1.05	0.372	-2.18	-2.47	3.33	3.23	3.62	3.52	0.287	-1.5	-1.4	-0.718	-0.345	1.84	2.12
"TMEM55B"	"Q86T03"	0.306543665164108	2.90488025836616e-11	2.35781699774927e-10	4.50242965389977e-07	2.27490712893313e-08	5.23390218451883e-11	4.41479569023187e-10	0.766550269429636	2.14008843401513e-07	1.13324495166664e-08	5.85247859644072e-16	2.48212914958475e-15	1.16183704500523e-16	4.53458212749192e-16	0.228684698135998	0.896	8.47e-07	0.000701	0.164	0.131	0.00162	1.46e-07	0.907	0.395	0.102	0.000758	0.00107	0.00162	0.000232	0.859	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	0.329	3.48	3.15	-2.11	-2.5	3.39	3.06	-0.0947	-2.2	-2.59	5.59	5.26	5.98	5.65	0.389	-3.13	-2.8	0.353	0.259	2.46	2.85
"TMEM97"	"Q5BJF2"	0.624317253413403	6.13655971264173e-14	1.36354860025131e-13	0.00184369415387027	0.00607785954399635	1.22345724873074e-10	3.40085366776526e-10	0.000260872405046149	3.80121895297555e-08	1.2078586180076e-07	3.9577727286039e-16	7.71742461844137e-16	7.56821105502841e-16	1.49925661790221e-15	0.634322672690916	0.924	7.2e-12	1.14e-07	0.75	0.817	0.00282	9.56e-08	0.0816	0.275	0.234	0.000625	0.00053	0.00487	0.000501	0.916	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	0.0958	2.81	2.71	-0.671	-0.578	1.99	1.9	-0.817	-1.49	-1.39	3.48	3.38	3.39	3.29	-0.093	-1.96	-1.86	0.848	0.0314	1.52	1.43
"TMX1"	"Q9H3N1"	0.64611046038525	1.4651670232894e-07	4.6165711201154e-07	3.61811494647868e-08	1.91384467779884e-09	3.49144414959324e-07	1.12102772460836e-06	0.727347604648211	1.58312080203504e-08	8.89146860575893e-10	3.69997243538837e-14	7.71415147540131e-14	5.29846056508101e-15	1.05246946047924e-14	0.209377523325058	0.925	0.0061	0.0679	0.0717	0.0587	0.132	0.00305	0.904	0.23	0.0385	0.009	0.00732	0.0123	0.00176	0.853	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	0.0826	1.27	1.19	-1.37	-1.6	1.21	1.12	-0.0627	-1.43	-1.66	2.64	2.56	2.87	2.79	0.229	-1.34	-1.26	-0.0759	-0.139	1.3	1.53
"TNFRSF25"	"Q93038"	0.720199647954887	0.000981489810508072	0.00246188533485234	3.80647797739305e-11	0.613820667849441	0.187442190005419	0.33042153874954	0.0259340810606488	5.04583284779839e-13	0.00800597815343532	5.45267068349345e-14	9.72699212249462e-14	0.000260611206730387	0.000669039456998674	1.05276216877516e-10	0.928	0.402	0.684	0.00173	0.926	0.881	0.86	0.554	0.0041	0.893	0.0108	0.00811	0.843	0.847	4.28e-09	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	0.105	1.08	0.977	-3.17	-0.149	0.394	0.289	-0.688	-3.86	-0.837	4.25	4.15	1.23	1.13	-3.02	-1.18	-1.07	-0.0954	-0.784	3.08	0.0533
"TRAM1"	"Q15629"	0.59764752682103	1.64421256396249e-06	6.50977611286877e-06	2.31661118171098e-08	1.93965227442436e-08	3.70555165202202e-05	0.000151129429569543	0.241309995701804	1.53338173875382e-09	1.29942462234249e-09	1.28064396176607e-13	3.09923065338824e-13	1.13187223914223e-13	2.72898171035247e-13	0.940044931579626	0.922	0.0285	0.186	0.0603	0.125	0.401	0.0876	0.828	0.128	0.0452	0.0154	0.0141	0.0432	0.0113	0.932	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	0.129	1.49	1.36	-1.91	-1.93	1.2	1.07	-0.29	-2.2	-2.22	3.41	3.28	3.43	3.3	0.0184	-1.61	-1.48	-0.116	-0.407	1.8	1.82
"TSPAN14"	"Q8NG11"	0.0644512727105904	4.85712896524565e-08	6.05563527687575e-06	4.88636922007928e-05	5.27834038326759e-07	2.67402495549414e-09	2.47980934257878e-07	0.218991371424805	0.00130762120183518	1.33629387355665e-05	2.02268673660604e-12	7.82830701741126e-11	1.02647786944239e-13	2.78306319838095e-12	0.0913099328830685	0.811	0.0026	0.182	0.496	0.272	0.0183	0.000737	0.819	0.846	0.617	0.0491	0.103	0.0419	0.0326	0.785	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE	0.921	3.62	2.7	-2.32	-3.16	4.22	3.3	0.601	-1.72	-2.56	5.94	5.02	6.78	5.86	0.836	-3.58	-2.66	0.0408	0.642	2.36	3.2
"TSPAN31"	"Q12999"	0.560013185193964	0.00128684419797005	0.00561879107553998	2.99823570111874e-11	4.62699191179924e-13	0.00589059119190058	0.0233230224173807	0.547235792994126	9.34518592650308e-12	1.66831784263623e-13	5.31323961238145e-14	1.37226842410011e-13	1.74931942141001e-15	4.05688601435628e-15	0.0303184362451107	0.92	0.432	0.74	0.00145	0.000602	0.75	0.608	0.887	0.021	0.000168	0.0107	0.0097	0.00718	0.000925	0.661	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	0.0993	0.607	0.508	-1.85	-2.24	0.505	0.406	-0.103	-1.96	-2.34	2.46	2.36	2.85	2.75	0.386	-1.09	-0.987	-0.479	-0.581	1.37	1.76
"VDAC2"	"P45880"	0.23237891161754	2.46585496715363e-10	3.43123578902553e-09	0.014353484929026	0.000730195316214824	7.977792826225e-11	1.01795931969229e-09	0.58486139583812	0.0483819617786574	0.00297879785557649	1.60193278490722e-12	1.5166502417616e-11	2.0274769004593e-13	1.64858207977528e-12	0.238447350628732	0.884	1.44e-05	0.00458	0.839	0.735	0.0021	5.69e-07	0.891	0.915	0.87	0.045	0.0654	0.0536	0.0261	0.861	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	0.21	1.71	1.5	-0.45	-0.657	1.8	1.59	0.0948	-0.355	-0.562	2.16	1.95	2.36	2.15	0.207	-1.37	-1.16	0.334	0.429	0.784	0.991
"ZDHHC20"	"Q5W0Z9"	0.47854995820854	0.000132709460386602	0.000865389314635678	2.93715569577352e-09	6.42356074078619e-09	0.00689675653872453	0.0356257111864909	0.13353684016022	1.0955157863556e-10	2.23453565795395e-10	4.69272260055381e-13	1.63721454158414e-12	8.54056023158805e-13	3.0563346214823e-12	0.730434609332156	0.914	0.208	0.602	0.0232	0.0889	0.758	0.661	0.772	0.0575	0.0206	0.0271	0.029	0.0825	0.0338	0.922	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	TRUE	0.288	1.8	1.51	-3.53	-3.39	1.18	0.888	-0.621	-4.15	-4.01	5.33	5.04	5.19	4.9	-0.14	-2.3	-2.01	-0.499	-1.12	3.03	2.89
"ZDHHC3"	"Q9NYG2"	0.190422307026238	3.52458995685576e-09	8.01480856636863e-08	8.45623301863436e-10	1.73793336856726e-11	1.59586353755164e-11	2.31244403489171e-10	0.0148470189625266	3.61153929947182e-07	3.89465265368845e-09	3.43071199985973e-16	2.16052605415234e-15	3.02984887365226e-17	1.62870912798166e-16	0.0666720072250119	0.874	0.000261	0.0295	0.0116	0.00603	0.000667	4.95e-08	0.465	0.434	0.0683	0.000578	0.000987	0.000708	0.000108	0.754	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	0.336	2.18	1.84	-2.34	-2.82	2.83	2.5	0.652	-1.69	-2.17	4.52	4.19	5	4.67	0.478	-2.48	-2.14	-0.299	0.353	2.04	2.52
"ZDHHC5"	"Q9C0B5"	0.502945632086396	0.0148478620757093	0.0644972539683763	6.18907698795148e-16	1.93682039018594e-15	0.0133994845654455	0.0589637557278149	0.964877134440233	6.57318423152247e-16	2.06215983384691e-15	2.22699692693193e-17	5.09435504816224e-17	6.1141312745507e-17	1.44315048985753e-16	0.416116423800368	0.916	0.687	0.859	1.81e-09	1.89e-06	0.788	0.717	0.919	1.36e-05	1.02e-06	5.67e-05	5.49e-05	0.00108	9.65e-05	0.895	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	0.0993	0.382	0.282	-2.58	-2.46	0.388	0.289	0.0065	-2.58	-2.46	2.96	2.87	2.84	2.74	-0.121	-1.11	-1.01	-0.731	-0.725	1.85	1.73
